Date,Round,HomeTeam,AwayTeam,Possession_Home,Possession_Away,Home_duels_success_rate,Away_duels_success_rate,Home_aerials_success_rate,Away_aerials_success_rate,Home_interceptions,Away_interceptions,Home_offsides,Away_offsides,Home_corners,Away_corners,Home_passes,Away_passes,Home_long_passes,Away_long_passes,Home_passing_acc,Away_passing_acc,Home_passing_acc_opp_half,Away_passing_acc_opp_half,Home_crosses,Away_crosses,Home_crossing_acc,Away_crossing_acc,HomeGoals,AwayGoals,HomeShots,AwayShots,HomeSOT,AwaySOT,Home_blocked_shots,Away_blocked_shots,Home_Shots_OB,Away_Shots_OB,Home_Shots_IB,Away_shots_IB,Home_shooting_acc,Away_shooting_acc,HomeTackles,AwayTackles,Home_Tackle_success_rate,Away_Tackle_success_rate,HomeClearances,AwayClearances,HomeFouls,AwayFouls,HomeYellows,AwayYellows,HomeReds,AwayReds,Referee,Time
25/11/2020,8,Lens,Nantes,0.49,0.51,0.58,0.42,0.58,0.42,9,10,1,0,6,2,439,452,77,64,0.73,0.77,0.56,0.63,16,10,0.19,0.3,1,1,7,11,1,3,3,5,4,2,3,9,0.14,0.27,23,9,0.7,0.33,11,13,14,18,4,2,0,0,Florent Batta, 19:00
01/11/2020,9,Angers,Nice,0.52,0.48,0.45,0.55,0.46,0.54,4,11,0,1,9,5,477,461,38,61,0.86,0.82,0.75,0.69,29,13,0.14,0.31,0,3,11,12,5,5,2,5,5,5,6,7,0.46,0.42,22,22,0.59,0.68,9,27,18,12,5,2,0,0,Jérémy Stinat, 15:00
01/11/2020,9,Dijon Fco,Lorient,0.53,0.47,0.5,0.5,0.47,0.53,8,15,3,3,9,7,475,410,62,62,0.78,0.77,0.62,0.56,18,21,0.17,0.14,0,0,11,9,2,1,5,5,7,4,4,5,0.18,0.11,12,12,0.58,0.58,25,24,18,13,2,1,0,0,Aurélien Petit, 15:00
01/11/2020,9,Lille,Lyon,0.6,0.4,0.46,0.54,0.42,0.58,9,15,0,0,9,4,600,400,65,58,0.89,0.81,0.83,0.67,29,12,0.1,0.42,1,1,15,8,6,1,5,3,11,3,4,5,0.4,0.12,19,19,0.63,0.58,7,22,14,10,3,1,0,1,Mikael Lesage, 21:00
20/01/2021,9,Marseille,Lens,0.46,0.54,0.44,0.56,0.59,0.41,14,16,0,3,3,9,439,512,50,45,0.79,0.85,0.65,0.74,14,24,0.21,0.21,0,1,4,13,1,4,0,3,4,5,0,8,0.25,0.31,16,23,0.81,0.65,17,13,13,12,5,3,0,0,Jérémie Pignard, 21:00
01/11/2020,9,Monaco,Bordeaux,0.52,0.48,0.46,0.55,0.46,0.54,13,6,2,1,10,4,474,439,60,46,0.87,0.81,0.73,0.66,19,8,0.32,0.38,4,0,17,5,6,0,6,4,4,2,13,3,0.35,0,16,12,0.81,0.75,11,14,10,12,2,2,0,0,Ruddy Buquet, 17:00
31/10/2020,9,Nantes,Psg,0.37,0.63,0.52,0.48,0.47,0.53,16,5,0,4,2,4,428,747,50,39,0.83,0.91,0.7,0.82,11,17,0,0.24,0,3,6,13,1,4,2,2,3,3,3,10,0.17,0.31,15,12,0.6,0.67,17,6,12,13,2,1,0,0,Hakim Ben El Hadj, 21:00
01/11/2020,9,Nîmes,Fc Metz,0.67,0.33,0.47,0.53,0.51,0.49,9,22,1,1,10,1,560,283,71,70,0.82,0.67,0.68,0.53,39,9,0.18,0.11,0,1,16,8,2,5,6,2,9,4,7,4,0.12,0.62,12,21,0.67,0.76,7,28,13,15,3,2,0,1,Amaury Delerue, 15:00
01/11/2020,9,Reims,Strasbourg,0.52,0.48,0.51,0.49,0.49,0.51,12,12,0,0,5,3,454,406,78,69,0.84,0.83,0.72,0.69,14,25,0.36,0.2,2,1,12,8,4,3,2,0,8,2,4,6,0.33,0.38,19,16,0.68,0.69,32,16,13,13,0,2,0,0,Eric Wattellier, 15:00
31/10/2020,9,Rennes,Brest,0.69,0.31,0.55,0.45,0.53,0.47,15,20,0,3,8,1,808,365,61,65,0.9,0.77,0.8,0.62,28,10,0.43,0.5,2,1,24,9,8,4,8,2,8,2,16,7,0.33,0.44,6,11,0.83,0.73,9,21,2,12,1,3,0,0,Stéphanie Frappart, 17:00
01/11/2020,9,Asse,Montpellier,0.55,0.45,0.52,0.48,0.3,0.7,13,14,0,2,8,2,467,392,47,70,0.84,0.79,0.66,0.66,27,15,0.11,0.27,0,1,8,10,0,2,4,2,4,4,4,6,0,0.2,17,11,0.59,0.55,13,23,16,17,3,3,0,0,Jérôme Miguelgorry, 13:00
07/11/2020,10,Bordeaux,Montpellier,0.52,0.48,0.54,0.46,0.57,0.43,5,6,0,0,3,5,521,463,44,79,0.85,0.84,0.81,0.7,11,18,0.18,0.17,0,2,9,9,1,3,2,2,5,3,4,6,0.11,0.33,11,11,0.46,0.46,19,16,14,10,2,1,0,0,Antony Gautier, 17:00
08/11/2020,10,Brest,Lille,0.37,0.63,0.42,0.58,0.32,0.68,12,10,1,5,3,11,316,545,74,47,0.75,0.89,0.55,0.79,18,34,0.44,0.18,3,2,12,22,8,7,2,10,1,9,11,13,0.67,0.32,12,11,0.75,0.46,24,19,13,15,4,4,0,0,Florent Batta, 13:00
08/11/2020,10,Lens,Reims,0.63,0.37,0.5,0.5,0.56,0.44,13,15,1,1,9,1,572,350,62,80,0.86,0.73,0.71,0.55,37,4,0.3,0.5,4,4,14,8,5,6,3,0,6,2,8,6,0.36,0.75,18,16,0.72,0.62,5,22,12,7,3,1,0,0,Thomas Leonard, 15:00
08/11/2020,10,Lorient,Nantes,0.48,0.52,0.5,0.5,0.57,0.43,19,6,0,0,5,5,401,436,81,75,0.7,0.76,0.59,0.65,14,21,0.21,0.14,0,2,18,16,4,4,5,7,8,11,10,5,0.22,0.25,22,20,0.55,0.45,17,12,18,10,3,1,0,0,Stéphanie Frappart, 15:00
08/11/2020,10,Lyon,Asse,0.6,0.4,0.52,0.48,0.71,0.29,10,18,3,0,3,5,447,287,35,65,0.81,0.67,0.73,0.51,7,17,0.29,0.47,2,1,18,15,6,4,3,8,4,7,14,8,0.33,0.27,20,31,0.65,0.45,17,8,19,19,5,3,0,0,François Letexier, 21:00
08/11/2020,10,Fc Metz,Dijon Fco,0.45,0.55,0.46,0.55,0.49,0.51,7,5,1,0,5,6,370,484,49,53,0.84,0.84,0.68,0.63,25,15,0.2,0.33,1,1,15,15,4,7,4,1,5,4,10,11,0.27,0.47,13,14,0.46,0.86,17,19,19,12,2,1,0,0,Willy Delajod, 15:00
08/11/2020,10,Nice,Monaco,0.62,0.38,0.55,0.45,0.58,0.42,10,10,2,1,1,4,603,362,61,69,0.85,0.77,0.74,0.58,16,10,0.06,0.2,1,2,8,15,4,8,2,2,5,3,3,12,0.5,0.53,11,23,0.55,0.52,10,19,8,16,2,2,0,0,Karim Abed, 17:00
08/11/2020,10,Nîmes,Angers,0.6,0.4,0.52,0.48,0.41,0.59,12,12,1,0,6,2,489,329,63,59,0.83,0.72,0.68,0.61,30,10,0.2,0.4,1,5,11,18,4,8,2,6,4,5,7,13,0.36,0.44,12,9,0.67,0.78,7,19,14,17,2,5,0,0,Frank Schneider, 15:00
07/11/2020,10,Psg,Rennes,0.49,0.51,0.46,0.54,0.5,0.5,18,17,1,1,3,7,513,509,61,53,0.85,0.86,0.76,0.76,7,26,0.29,0.31,3,0,9,16,5,3,0,6,6,6,3,10,0.56,0.19,7,14,0.57,0.5,24,6,19,15,3,0,0,0,Benoît Bastien, 21:00
06/11/2020,10,Strasbourg,Marseille,0.52,0.48,0.46,0.55,0.34,0.66,8,17,0,0,2,2,491,464,91,67,0.74,0.77,0.6,0.62,20,11,0.15,0.18,0,1,9,1,2,1,2,0,4,1,5,0,0.22,1,23,19,0.74,0.63,14,26,13,17,0,4,0,0,Johan Hamel, 21:00
22/11/2020,11,Angers,Lyon,0.5,0.5,0.56,0.44,0.57,0.43,16,13,0,3,8,3,453,460,55,40,0.82,0.83,0.69,0.7,33,16,0.12,0.25,0,1,19,5,8,2,5,1,10,0,9,5,0.42,0.4,19,14,0.63,0.57,19,23,12,12,2,3,0,0,Amaury Delerue, 17:00
21/11/2020,11,Brest,Asse,0.41,0.59,0.5,0.5,0.52,0.48,11,7,0,0,5,6,405,558,79,60,0.76,0.87,0.63,0.73,10,36,0.5,0.14,4,1,10,17,5,1,1,7,4,7,6,10,0.5,0.06,20,15,0.65,0.73,29,7,12,10,1,1,0,0,Thomas Leonard, 17:00
22/11/2020,11,Dijon Fco,Lens,0.53,0.47,0.43,0.57,0.47,0.53,14,23,1,1,8,6,512,462,72,67,0.82,0.8,0.68,0.69,22,19,0.23,0.16,0,1,11,8,2,4,4,1,3,2,8,6,0.18,0.5,19,19,0.63,0.84,14,21,15,7,2,0,0,0,Eric Wattellier, 15:00
22/11/2020,11,Lille,Lorient,0.64,0.36,0.5,0.5,0.48,0.52,17,16,0,0,9,4,695,396,62,65,0.87,0.77,0.82,0.57,22,7,0.36,0.14,4,0,31,7,13,2,10,4,11,2,20,5,0.42,0.29,19,28,0.53,0.54,4,16,10,11,1,3,0,0,Willy Delajod, 21:00
17/02/2021,11,Marseille,Nice,0.45,0.55,0.56,0.44,0.45,0.55,13,12,1,2,5,3,429,540,73,35,0.79,0.85,0.64,0.74,20,15,0.1,0.27,3,2,8,10,4,4,2,1,4,3,4,7,0.5,0.4,25,8,0.52,1,16,23,10,13,2,1,0,0,Mikael Lesage, 21:00
20/11/2020,11,Monaco,Psg,0.53,0.47,0.53,0.47,0.33,0.67,17,15,0,4,2,1,541,491,45,33,0.85,0.87,0.76,0.77,15,9,0.2,0.22,3,2,15,9,5,4,2,0,5,4,10,5,0.33,0.44,26,13,0.54,0.69,10,14,12,19,2,3,0,1,Clément Turpin, 21:00
22/11/2020,11,Montpellier,Strasbourg,0.57,0.43,0.5,0.5,0.5,0.5,10,17,0,1,11,3,486,371,55,67,0.86,0.76,0.72,0.59,29,12,0.28,0.17,4,3,21,9,9,5,2,1,5,2,16,7,0.43,0.56,9,10,0.67,0.5,17,20,16,11,2,1,0,0,Jérôme Brisard, 15:00
22/11/2020,11,Nantes,Fc Metz,0.66,0.34,0.55,0.46,0.63,0.37,9,16,2,2,6,2,568,274,51,59,0.86,0.71,0.76,0.57,17,18,0.18,0.33,1,1,18,11,5,4,5,5,5,2,13,9,0.28,0.36,20,26,0.45,0.65,19,19,18,15,2,3,0,0,Benoît Millot, 13:00
22/11/2020,11,Reims,Nîmes,0.71,0.29,0.56,0.44,0.6,0.4,12,21,4,1,7,1,614,255,78,78,0.84,0.64,0.74,0.49,29,8,0.21,0.12,0,1,16,6,6,5,4,0,9,4,7,2,0.38,0.83,20,13,0.7,0.54,6,34,18,11,3,1,0,0,Jérémy Stinat, 15:00
20/11/2020,11,Rennes,Bordeaux,0.59,0.41,0.52,0.48,0.48,0.52,4,15,3,1,7,3,519,372,57,63,0.78,0.74,0.69,0.63,25,9,0.32,0.22,0,1,14,6,2,3,3,1,6,3,8,3,0.14,0.5,22,15,0.59,0.53,10,31,18,19,2,2,0,0,Karim Abed, 19:00
29/11/2020,12,Lens,Angers,0.64,0.36,0.57,0.43,0.6,0.4,10,18,0,1,1,7,620,339,34,53,0.88,0.78,0.79,0.63,24,14,0.21,0.21,1,3,13,18,5,6,2,3,6,6,7,12,0.38,0.33,17,15,0.59,0.8,11,22,15,13,2,2,0,0,Aurélien Petit, 15:00
29/11/2020,12,Lorient,Montpellier,0.42,0.58,0.47,0.53,0.38,0.62,13,12,3,1,2,4,357,499,62,86,0.74,0.81,0.56,0.67,14,22,0.29,0.32,0,1,8,16,2,3,0,4,3,2,5,14,0.25,0.19,15,12,0.4,0.83,24,12,13,14,2,1,0,0,Bastien Dechepy, 15:00
29/11/2020,12,Lyon,Reims,0.64,0.36,0.45,0.55,0.71,0.29,9,12,3,3,4,2,636,353,29,56,0.9,0.82,0.84,0.71,13,11,0.31,0.18,3,0,15,9,4,2,2,2,7,6,8,3,0.27,0.22,17,24,0.41,0.46,14,12,20,11,2,1,0,1,Jérôme Miguelgorry, 13:00
28/11/2020,12,Marseille,Nantes,0.57,0.43,0.47,0.53,0.57,0.43,9,12,2,1,3,7,478,343,48,36,0.84,0.81,0.69,0.63,12,23,0.33,0.17,3,1,15,6,9,2,2,1,3,3,12,3,0.6,0.33,21,18,0.71,0.67,18,9,16,11,4,2,0,0,Mikael Lesage, 17:00
29/11/2020,12,Fc Metz,Brest,0.47,0.53,0.46,0.55,0.4,0.6,17,12,0,2,10,5,453,530,50,68,0.84,0.85,0.74,0.68,28,17,0.14,0.24,0,2,15,11,6,4,4,2,7,4,8,7,0.4,0.36,14,26,0.64,0.54,11,29,11,10,2,1,0,0,Hakim Ben El Hadj, 15:00
29/11/2020,12,Monaco,Nîmes,0.68,0.32,0.53,0.47,0.67,0.33,14,7,2,1,8,3,614,293,72,64,0.88,0.7,0.82,0.53,27,14,0.26,0.21,3,0,17,6,5,2,6,0,4,3,13,3,0.29,0.33,17,18,0.65,0.67,7,24,16,9,1,1,0,1,Antony Gautier, 15:00
29/11/2020,12,Nice,Dijon Fco,0.62,0.38,0.57,0.43,0.5,0.5,10,19,5,0,11,1,624,386,37,70,0.86,0.8,0.78,0.69,16,9,0.31,0.22,1,3,23,9,7,4,4,2,8,3,15,6,0.3,0.44,19,15,0.74,0.53,12,27,7,21,3,3,0,0,François Letexier, 17:00
28/11/2020,12,Psg,Bordeaux,0.66,0.34,0.54,0.46,0.56,0.44,11,22,4,1,14,5,631,330,35,61,0.89,0.78,0.79,0.71,28,13,0.07,0.08,2,2,16,18,9,4,2,6,3,8,13,10,0.56,0.22,20,20,0.55,0.65,16,37,8,10,1,1,0,0,Jérémie Pignard, 21:00
29/11/2020,12,Asse,Lille,0.38,0.62,0.46,0.54,0.47,0.53,12,12,1,2,3,3,357,570,61,65,0.72,0.81,0.5,0.7,10,19,0,0.16,1,1,7,9,5,2,1,2,4,5,3,4,0.71,0.22,23,27,0.56,0.52,22,8,15,13,4,1,0,0,Benoît Bastien, 21:00
27/11/2020,12,Strasbourg,Rennes,0.31,0.69,0.52,0.48,0.48,0.52,14,10,1,0,2,7,291,620,72,48,0.72,0.88,0.58,0.82,8,38,0,0.24,1,1,6,21,3,7,1,6,4,8,2,13,0.5,0.33,16,9,0.62,0.56,23,9,11,12,0,0,1,0,Benoît Millot, 21:00
06/12/2020,13,Angers,Lorient,0.48,0.52,0.49,0.51,0.57,0.43,9,15,1,0,2,12,450,476,88,74,0.75,0.78,0.6,0.58,9,32,0,0.12,2,0,10,12,3,3,2,2,3,9,7,3,0.3,0.25,24,27,0.58,0.33,29,13,13,11,3,0,0,0,Thomas Leonard, 15:00
06/12/2020,13,Bordeaux,Brest,0.58,0.42,0.52,0.48,0.39,0.61,11,7,1,4,8,2,667,475,62,55,0.91,0.84,0.86,0.72,22,13,0.23,0.15,1,0,21,8,6,3,4,3,9,7,12,1,0.29,0.38,10,11,0.7,0.73,19,21,10,11,0,3,0,0,Frank Schneider, 15:00
06/12/2020,13,Dijon Fco,Asse,0.41,0.59,0.5,0.5,0.5,0.5,15,22,0,2,7,4,369,528,74,56,0.67,0.79,0.57,0.62,17,30,0.12,0.13,0,0,6,7,1,2,1,1,2,4,4,3,0.17,0.29,16,17,0.81,0.53,29,16,15,13,0,1,0,0,Ruddy Buquet, 15:00
06/12/2020,13,Lille,Monaco,0.42,0.58,0.48,0.52,0.53,0.47,13,8,0,0,1,3,425,586,66,54,0.8,0.84,0.73,0.69,4,25,0,0.16,2,1,10,8,5,3,2,2,5,3,5,5,0.5,0.38,21,23,0.52,0.65,23,8,12,11,3,0,0,0,Jérôme Brisard, 13:00
06/12/2020,13,Fc Metz,Lyon,0.46,0.54,0.51,0.49,0.24,0.76,10,19,0,1,5,6,447,524,54,57,0.84,0.87,0.74,0.75,20,16,0.25,0.38,1,3,12,18,5,5,3,5,6,4,6,14,0.42,0.28,14,12,0.64,0.5,14,11,14,14,1,0,1,1,Karim Abed, 21:00
06/12/2020,13,Nantes,Strasbourg,0.62,0.38,0.43,0.57,0.32,0.68,8,21,1,2,7,3,568,352,36,88,0.86,0.74,0.77,0.64,24,7,0.21,0.43,0,4,14,12,2,8,6,0,5,3,9,9,0.14,0.67,14,16,0.71,0.75,11,10,13,13,3,2,0,0,Clément Turpin, 15:00
04/12/2020,13,Nîmes,Marseille,0.32,0.68,0.46,0.54,0.4,0.6,12,9,2,4,1,8,297,635,63,65,0.7,0.85,0.5,0.74,8,23,0.38,0.35,0,2,7,17,0,4,1,6,3,3,4,14,0,0.24,10,13,0.5,0.77,15,7,11,18,1,4,1,0,Willy Delajod, 21:00
06/12/2020,13,Reims,Nice,0.35,0.65,0.48,0.52,0.57,0.43,13,17,3,1,6,6,341,644,56,52,0.73,0.83,0.58,0.72,14,16,0,0.12,0,0,11,12,2,4,4,6,4,5,7,7,0.18,0.33,16,22,0.5,0.64,18,22,12,13,1,2,0,0,Stéphanie Frappart, 17:00
05/12/2020,13,Rennes,Lens,0.6,0.4,0.5,0.5,0.55,0.46,8,12,0,1,8,3,501,341,74,80,0.77,0.66,0.6,0.52,27,13,0.07,0,0,2,10,6,4,4,2,0,4,3,6,3,0.4,0.67,19,18,0.68,0.5,16,23,17,16,1,3,0,0,Johan Hamel, 17:00
05/12/2020,13,Montpellier,Psg,0.35,0.65,0.52,0.48,0.47,0.53,13,13,1,2,3,3,357,679,58,29,0.77,0.89,0.64,0.79,16,14,0.31,0.14,1,3,17,13,2,6,5,2,9,3,8,10,0.12,0.46,21,18,0.67,0.39,14,12,12,14,1,3,0,0,Mikael Lesage, 21:00
13/12/2020,14,Brest,Reims,0.51,0.49,0.52,0.48,0.65,0.35,8,12,1,3,3,4,484,450,71,65,0.8,0.83,0.64,0.69,13,18,0.23,0.22,2,1,10,10,6,4,0,1,1,4,9,6,0.6,0.4,11,11,0.46,0.55,18,11,12,11,1,1,0,0,Aurélien Petit, 15:00
12/12/2020,14,Lens,Montpellier,0.59,0.41,0.55,0.45,0.54,0.46,7,18,1,0,6,4,525,358,45,77,0.84,0.74,0.72,0.55,26,20,0.23,0.3,2,3,14,10,4,7,3,2,4,2,10,8,0.29,0.7,16,13,0.38,0.62,14,24,11,14,1,1,0,0,Jérémy Stinat, 21:00
13/12/2020,14,Lille,Bordeaux,0.56,0.44,0.56,0.44,0.61,0.39,14,19,2,0,8,3,527,420,57,56,0.84,0.8,0.77,0.64,22,13,0.27,0.23,2,1,15,4,5,3,2,0,6,2,9,2,0.33,0.75,29,14,0.62,0.79,15,19,14,10,0,2,0,0,Eric Wattellier, 17:00
13/12/2020,14,Lorient,Nîmes,0.44,0.56,0.45,0.55,0.5,0.5,11,16,2,0,2,3,397,498,57,79,0.74,0.77,0.62,0.57,10,20,0.4,0.15,3,0,13,6,5,2,2,2,2,1,11,5,0.38,0.33,14,16,0.71,0.56,34,10,18,7,2,0,0,0,Karim Abed, 15:00
12/12/2020,14,Marseille,Monaco,0.39,0.61,0.46,0.54,0.49,0.51,12,10,1,4,1,3,355,551,72,60,0.68,0.79,0.56,0.71,10,21,0.1,0.38,2,1,5,9,2,4,1,1,1,1,4,8,0.4,0.44,23,16,0.48,0.5,23,10,22,10,3,2,0,0,Benoît Millot, 17:00
13/12/2020,14,Nantes,Dijon Fco,0.37,0.63,0.61,0.39,0.67,0.33,18,17,0,3,4,4,339,569,66,65,0.67,0.84,0.5,0.68,19,29,0.32,0.1,1,1,17,13,6,4,5,2,6,4,11,9,0.35,0.31,15,10,0.73,0.7,26,7,11,16,2,2,0,0,Antony Gautier, 15:00
13/12/2020,14,Nice,Rennes,0.54,0.46,0.41,0.59,0.48,0.52,14,12,1,1,3,6,552,463,45,57,0.85,0.84,0.78,0.75,19,17,0.32,0.47,0,1,11,16,3,6,2,3,6,5,5,11,0.27,0.38,11,22,0.55,0.41,11,13,16,10,2,1,0,0,Amaury Delerue, 13:00
13/12/2020,14,Psg,Lyon,0.65,0.35,0.5,0.5,0.31,0.69,12,12,2,3,5,5,601,331,31,58,0.89,0.8,0.82,0.7,25,11,0.32,0.09,0,1,7,9,1,5,3,3,1,5,6,4,0.14,0.56,12,17,0.67,0.47,9,24,11,17,4,1,0,1,Benoît Bastien, 21:00
11/12/2020,14,Asse,Angers,0.62,0.38,0.62,0.38,0.71,0.29,9,18,2,1,5,6,629,376,43,60,0.85,0.78,0.73,0.63,22,15,0.23,0.13,0,0,14,8,3,3,3,3,5,3,9,5,0.21,0.38,18,14,0.56,0.5,12,17,16,15,3,3,0,0,Jérôme Miguelgorry, 21:00
13/12/2020,14,Strasbourg,Fc Metz,0.57,0.43,0.48,0.52,0.33,0.67,13,15,0,2,5,4,502,385,67,66,0.8,0.73,0.66,0.58,25,12,0.2,0.33,2,2,17,6,4,3,1,1,9,2,8,4,0.24,0.5,12,14,0.58,0.5,4,20,11,16,3,5,0,0,François Letexier, 15:00
16/12/2020,15,Angers,Strasbourg,0.56,0.44,0.52,0.48,0.48,0.52,10,15,1,1,6,2,526,417,50,60,0.84,0.8,0.71,0.7,22,16,0.27,0.19,0,2,9,7,2,3,4,1,6,4,3,3,0.22,0.43,17,19,0.71,0.68,10,23,9,11,1,2,0,0,Bastien Dechepy, 19:00
16/12/2020,15,Bordeaux,Asse,0.52,0.48,0.49,0.51,0.58,0.42,13,12,2,0,3,4,477,439,55,47,0.82,0.83,0.68,0.72,13,13,0.31,0.23,1,2,11,19,3,8,4,5,4,11,7,8,0.27,0.42,20,18,0.55,0.56,9,15,12,14,3,2,0,0,Stéphanie Frappart, 21:00
16/12/2020,15,Dijon Fco,Lille,0.47,0.53,0.4,0.6,0.36,0.64,21,17,0,2,5,4,419,484,62,57,0.81,0.81,0.66,0.71,13,13,0,0.31,0,2,6,10,1,5,1,0,5,5,1,5,0.17,0.5,9,15,0.89,0.73,20,7,21,8,0,0,0,0,Hakim Ben El Hadj, 19:00
16/12/2020,15,Lyon,Brest,0.57,0.43,0.42,0.58,0.53,0.47,12,13,1,2,12,3,531,424,35,48,0.89,0.81,0.8,0.67,33,5,0.12,0,2,2,28,8,11,2,7,3,11,4,17,4,0.39,0.25,9,10,0.44,0.8,9,29,13,5,3,0,0,1,Jérôme Brisard, 21:00
16/12/2020,15,Monaco,Lens,0.32,0.68,0.55,0.45,0.5,0.5,21,13,3,0,3,3,325,711,58,60,0.75,0.89,0.56,0.79,15,13,0.27,0.31,0,3,7,8,1,4,2,1,2,4,5,4,0.14,0.5,20,17,0.4,0.53,3,8,8,17,2,4,1,0,Willy Delajod, 21:00
16/12/2020,15,Nîmes,Nice,0.45,0.55,0.56,0.44,0.61,0.39,18,11,1,0,4,5,420,523,63,52,0.81,0.86,0.71,0.78,16,12,0.44,0.25,0,2,15,14,4,6,2,1,7,3,8,11,0.27,0.43,21,17,0.67,0.76,17,15,8,10,1,0,0,1,Ruddy Buquet, 19:00
16/12/2020,15,Psg,Lorient,0.75,0.25,0.51,0.49,0.76,0.24,8,11,0,0,10,2,776,259,25,45,0.9,0.71,0.86,0.59,18,9,0.39,0.22,2,0,24,8,8,3,6,1,10,2,14,6,0.33,0.38,18,24,0.78,0.5,7,16,19,9,3,0,0,1,Johan Hamel, 21:00
16/12/2020,15,Reims,Nantes,0.45,0.55,0.51,0.49,0.56,0.44,11,16,4,0,3,6,389,470,67,62,0.79,0.81,0.7,0.72,13,23,0.31,0.22,3,2,13,18,4,7,3,6,5,10,8,8,0.31,0.39,18,19,0.56,0.58,26,18,13,13,2,2,0,0,Karim Abed, 19:00
16/12/2020,15,Rennes,Marseille,0.67,0.33,0.52,0.48,0.63,0.37,5,15,1,0,9,1,580,295,58,69,0.85,0.7,0.78,0.55,33,4,0.24,0.25,2,1,15,8,5,1,6,1,7,3,8,5,0.33,0.12,14,12,0.64,0.33,6,26,19,15,1,2,0,1,Clément Turpin, 21:00
16/12/2020,15,Montpellier,Fc Metz,0.59,0.41,0.48,0.52,0.56,0.44,5,16,0,1,10,2,515,382,59,72,0.84,0.81,0.68,0.69,41,10,0.15,0.3,0,2,14,9,3,5,2,1,6,3,8,6,0.21,0.56,13,15,0.69,0.6,7,33,11,9,3,3,0,0,Jérémie Pignard, 19:00
20/12/2020,16,Brest,Montpellier,0.55,0.45,0.54,0.46,0.6,0.4,9,6,1,0,6,4,549,430,58,51,0.89,0.86,0.78,0.74,27,30,0.44,0.23,2,2,17,10,7,4,3,2,6,4,11,6,0.41,0.4,5,8,0.6,0.62,19,21,14,15,2,1,0,0,Benoît Millot, 13:00
20/12/2020,16,Dijon Fco,Monaco,0.52,0.48,0.47,0.53,0.43,0.57,12,10,3,2,2,6,446,419,55,72,0.82,0.8,0.69,0.66,18,21,0.33,0.29,0,1,11,13,1,6,0,3,3,3,8,10,0.09,0.46,11,16,0.46,0.5,13,20,13,14,2,1,0,0,Jérémy Stinat, 15:00
20/12/2020,16,Lille,Psg,0.31,0.69,0.44,0.56,0.43,0.57,22,9,2,1,4,5,336,755,56,44,0.76,0.88,0.64,0.78,6,21,0.33,0.29,0,0,8,8,3,1,3,2,4,1,4,7,0.38,0.12,19,22,0.47,0.68,16,5,12,11,0,2,0,0,François Letexier, 21:00
19/12/2020,16,Fc Metz,Lens,0.39,0.61,0.42,0.58,0.45,0.55,19,16,0,1,8,4,317,502,62,41,0.74,0.81,0.56,0.69,17,16,0.24,0.12,2,0,12,17,4,3,2,8,3,9,9,8,0.33,0.18,15,18,0.47,0.39,18,12,17,8,1,1,0,0,Amaury Delerue, 17:00
20/12/2020,16,Nantes,Angers,0.6,0.4,0.48,0.52,0.4,0.6,8,21,0,0,5,6,585,375,57,71,0.8,0.71,0.71,0.58,23,23,0.17,0.17,1,1,9,12,2,6,2,2,3,5,6,7,0.22,0.5,25,19,0.56,0.47,20,21,16,13,4,0,0,0,Willy Delajod, 15:00
19/12/2020,16,Nice,Lyon,0.55,0.45,0.38,0.62,0.56,0.44,13,15,1,1,8,2,592,502,41,45,0.89,0.88,0.8,0.8,23,7,0.17,0,1,4,8,13,1,9,3,0,4,4,4,9,0.12,0.69,14,28,0.5,0.61,8,19,17,9,1,1,0,0,Antony Gautier, 21:00
20/12/2020,16,Asse,Nîmes,0.59,0.41,0.48,0.52,0.41,0.59,11,15,2,0,6,3,479,330,40,63,0.85,0.76,0.76,0.62,26,15,0.38,0.4,2,2,18,9,9,4,3,2,7,5,11,4,0.5,0.44,21,15,0.52,0.73,10,20,15,9,2,3,0,0,Mikael Lesage, 15:00
20/12/2020,16,Strasbourg,Bordeaux,0.54,0.46,0.46,0.55,0.4,0.6,7,13,2,3,5,3,447,391,80,59,0.79,0.78,0.65,0.63,25,7,0.12,0.43,0,2,10,11,3,6,6,2,4,2,6,9,0.3,0.55,16,19,0.69,0.58,7,26,15,12,2,1,0,0,Benoît Bastien, 15:00
19/12/2020,16,Marseille,Reims,0.71,0.29,0.53,0.47,0.56,0.44,12,10,1,2,7,3,653,270,43,63,0.88,0.72,0.78,0.48,24,6,0.17,0,1,1,12,3,6,1,2,1,3,1,9,2,0.5,0.33,24,25,0.46,0.72,7,31,11,11,1,3,0,0,Thomas Leonard, 19:00
20/12/2020,16,Lorient,Rennes,0.43,0.57,0.44,0.56,0.64,0.36,18,11,0,0,1,2,438,572,65,59,0.83,0.86,0.7,0.78,11,16,0.46,0.31,0,3,11,15,2,4,1,7,4,6,7,9,0.18,0.27,16,12,0.69,0.58,8,11,19,9,1,2,0,0,Eric Wattellier, 17:00
23/12/2020,17,Angers,Marseille,0.3,0.7,0.39,0.61,0.5,0.5,11,7,2,1,2,8,241,605,49,51,0.72,0.82,0.59,0.71,20,19,0.2,0.32,2,1,9,8,2,2,3,1,2,3,7,5,0.22,0.25,10,23,0.6,0.74,18,17,14,14,2,4,0,0,Hakim Ben El Hadj, 21:00
